id_num,tender_id,tender_link,legal_entity,tender_title,purchase_stage,published_date,submission_deadline,purchase_class,initial_max_price,tektorg_link
602525,277-НУ-2020,http://zakupki.rosneft.ru/node/602525,"АО ""Востсибнефтегаз""",Оказание услуг подвижной радиотелефонной связи,Запрос цен,18.11.2020 - 12:32,26.11.2020 - 14:00,прочие услуги,0.00 руб.,Not specified
602402,602402,http://zakupki.rosneft.ru/node/602402,"ООО ""РН-СахалинНИПИморнефть""",Оборудование для измерения параметров бурового раствора,Запрос цен,18.11.2020 - 07:36,30.11.2020 - 17:00,прочие услуги,879 261.60 руб.,Not specified
602521,602521,http://zakupki.rosneft.ru/node/602521,"ПАО ""Оренбургнефть""","Оказание услуг по  мониторингу  комплексной химической защиты скважин, оборудования и трубопроводов, мониторингу физико-химического состава сред, подбору альтернативных химических реагентов и сопровождению ОПИ на месторождениях АО «Оренбургнефть» в 2021-2023гг.",Запрос оферт,18.11.2020 - 12:25,02.12.2020 - 21:00,непроизводственные услуги,41 759 207.44 руб.,Not specified
602408,602408,http://zakupki.rosneft.ru/node/602408,"ОАО ""Ангарский завод полимеров""","лот № 119975 ""Газоанализаторы""",Запрос оферт,18.11.2020 - 08:04,30.11.2020 - 10:00,поставка материально-технических ресурсов,0.00 руб.,Not specified
602410,602410,http://zakupki.rosneft.ru/node/602410,"ООО ""Объединенный центр исследований и разработок""",Оказание услуг по организации и проведению периодическогомедицинского осмотра сотрудников ООО «РН-ЦИР»,Запрос цен,18.11.2020 - 08:13,25.11.2020 - 23:59,прочие услуги,246 500.00 руб.,Not specified
602412,2113-УМТО-2020,http://zakupki.rosneft.ru/node/602412,"АО ""Востсибнефтегаз""","2113-УМТО-2020 Поставка геодезического оборудования - контроллера, нивелира, рейки, радиомодема, приемника",Запрос оферт,18.11.2020 - 08:16,02.12.2020 - 19:59,поставка материально-технических ресурсов,0.00 руб.,Not specified
602337,602337,http://zakupki.rosneft.ru/node/602337,"АО ""Новокуйбышевская Нефтехимическая Компания""",Поставка подшипников,Запрос оферт,17.11.2020 - 16:12,01.12.2020 - 22:59,поставка материально-технических ресурсов,не публикуется,
602341,602341,http://zakupki.rosneft.ru/node/602341,"АО ""РНПК""",Запасные части арматуры Masoneilan,Запрос оферт,17.11.2020 - 16:22,01.12.2020 - 17:30,поставка материально-технических ресурсов,0.00 руб.,Not specified
602343,602343,http://zakupki.rosneft.ru/node/602343,"ООО ""РН-Сервис""","Стержни, ключи, подшипники_РНСГ_2020",Запрос предложений_new,17.11.2020 - 16:22,01.12.2020 (All day),прочие услуги,6 015 102.90 руб.,Not specified
602394,11/20-92СРЗ-У,http://zakupki.rosneft.ru/node/602394,"АО ""Центр судоремонта Дальзавод""","Оказание услуг по независимой оценке рыночной стоимости движимого и недвижимого имущества АО «92 СРЗ» (включая стоимость арендной платы за 1 кв.м/1 ед. объектов в месяц), по состоянию на 31.12.2020 г.»                    для нужд АО «92 СРЗ»",Запрос цен,18.11.2020 - 06:56,26.11.2020 - 03:00,непроизводственные услуги,"552 750,00 руб., в том числе НДС- 20%",
602528,2000308121,http://zakupki.rosneft.ru/node/602528,"ООО ""РН-Юганскнефтегаз""","Оказание услуг ППУ на шасси 6*6 (типа УРАЛ,КАМАЗ)",Запрос оферт,18.11.2020 - 12:35,26.11.2020 - 16:00,транспортные услуги,0.00 руб.,Not specified
602401,УОС-0230-2020 (РН01106071),http://zakupki.rosneft.ru/node/602401,ПАО «Уфаоргсинтез»,Противопожарное оборудование,Запрос цен,18.11.2020 - 07:33,03.12.2020 - 13:00,поставка материально-технических ресурсов,не публикуется,https://rn.tektorg.ru/#com/procedure/view/procedure/469325
602407,РНТ/8-1065-20,http://zakupki.rosneft.ru/node/602407,Филиал ООО «РН-Транспорт» в г. Оха,"Технический осмотр автотранспортных средств (для нужд филиала ООО ""РН-Транспорт"" в г. Оха)",Запрос оферт,18.11.2020 - 08:03,26.11.2020 - 17:00,непроизводственные услуги,Не публикуется,https://www.tektorg.ru/rosneft/procedures/547918?lang=ru
602463,602463,http://zakupki.rosneft.ru/node/602463,"ООО ""РН-Сервис""",Охранные услуги,Запрос предложений_new,18.11.2020 - 10:06,27.11.2020 (All day),прочие услуги,5 072 040.00 руб.,Not specified
602356,68-1120-ЗО,http://zakupki.rosneft.ru/node/602356,"ООО ""РН-Абхазия""","Поставка хозяйственных товаров для уборки и обслуживания АЗК № 1, 2,3 ООО «РН-Абхазия»",Запрос оферт,17.11.2020 - 17:24,27.11.2020 - 17:20,поставка материально-технических ресурсов,Не публикуется,Not specified
602397,704-04/9165,http://zakupki.rosneft.ru/node/602397,"ОАО ""Новокуйбышевский НПЗ""","ЗИП для насосов Н-1/1, 2, Н-9/1, 2",Запрос оферт,18.11.2020 - 07:29,02.12.2020 - 22:00,поставка материально-технических ресурсов,0.00 руб.,https://www.tektorg.ru/rosneft/procedures/547881?lang=ru
602361,602361,http://zakupki.rosneft.ru/node/602361,ООО ИК «СИБИНТЕК»,"Поставка ультразвуковых расходомеров в 2020-2022 гг. для ОГ ПАО ""НК ""Роснефть"" Прейскурант цен",Запрос оферт,17.11.2020 - 17:57,26.11.2020 - 18:00,поставка материально-технических ресурсов,Не публикуется,Not specified
602363,602363,http://zakupki.rosneft.ru/node/602363,ООО «РН-Черноземье»,"Выполнение работ по переоблицовке фриза и колонн навеса ТРК на АЗК АО «Белгороднефтепродукт» в соответствии с фирменным стилем ПАО «НК «Роснефть» (АЗК № 27, 45, 178)",Запрос оферт,17.11.2020 - 17:59,25.11.2020 - 18:00,прочие услуги,7 661 687.41 руб.,Not specified
602405,2000364239,http://zakupki.rosneft.ru/node/602405,"ООО ""РН-Юганскнефтегаз""","Оказание услуг гусеничными болотоходами (типа ГАЗ, ГТТ) без привязки к региону",Запрос оферт,18.11.2020 - 07:59,26.11.2020 - 16:00,транспортные услуги,0.00 руб.,Not specified
